SST
SAMSN1
IGF2
LAMB2
PTN
GABRR2
PTPRE
FZD10
DNAH3
SLC34A2
CALB1
ARG1
MYZAP
SLC1A5
ID4
LGALS3
CD36
NCEH1
IP6K3
ZNF442
PRPH
PGF
IL1B
DLGAP2
FERMT3
ANGPT1
AC078850.1
TSLP
FRMD6
MTUS2-AS1
OAS2
CTSE
ANO1
AGT
GRK5
ISLR
EMCN
COL5A1
TINAGL1
COL9A1
RASAL1
LINC01291
DUSP1
CAV1
IFI44
JAG1
LTBP2
PRSS2
SPON1
STOM
PNMA3
AC103736.1
FAM92B
CD248
OTOP3
ZNF534
FGL1
LRP1B
CTSK
ZNF521
SPINT1
ALAS2
TMEM47
ITGA5
IL17RB
SEMA5B
OSR1
TDRD1
SPRR2E
PPFIA2
N4BP2L2-IT2
TLR4
C22orf42
INMT
VTN
SPDEF
WWTR1
LRRN3
AP002765.1
NFKBIZ
TRPC6
RFX4
GLUL
CPXM2
FGL2
LDHC
ADGRE5
PNP
AL133279.3
KRTAP1-1
TNFRSF11B
FLG2
LINC01105
CALCRL
SLC2A12
GRHL3
GGT1
APOL3
CTSH
MMP10
ABCA9
FBXL7
ACTBL2
TNS1
PDE1A
FANCM
CMKLR1
UBA7
TCF21
GALNTL6
VTCN1
PGBD4
S100A4
AL391807.1
CLDN14
KCTD11
AL133384.2
EDN1
TSHZ3
PPP1R15A
Z95115.1
TMEM171
SLC7A7
PTGIR
AC020951.1
CAVIN1
ANKDD1B
TDRD5
SLC43A3
SYNPO2
EDN2
BOC
CDH6
HNMT
AMIGO2
MGLL
CMPK2
CSF1
CD5
PMP22
BMP4
BCAS3
PTGFR
CLDN9
TUBB4B
NID2
ZNF584
FAM13C
C7orf57
WFDC21P
FRMD3
RELT
IFIT2
SUCNR1
PFKP
AC234775.2
JUN
TFF2
SLC4A4
LMNA
NOD2
TMPRSS2
MAT2A
ARHGAP40
OSBPL3
CNMD
PAQR8
C18orf15
IL1RN
SH2D5
PODN
NGFR
LINC00525
GRIN2A
INSIG1
GHR
RNF39
SYT16
AC084149.2
PSG4
MSN
HABP2
SCNN1G
PDLIM3
VWC2L
S100A10
ZNF469
CAVIN3
ERP27
EDA2R
TP53TG3D
CXCR2
ABTB2
HILPDA
CD14
HSPA2
RET
AP002364.1
NIPAL4
TMEM119
C1QTNF1
NEB
BNC2
PTGIS
TSPAN15
ERMAP
PMEPA1
CST6
HENMT1
ADGRA2
MRGPRF
ASPM
FAM180A
PAPPA
NRK
EGFLAM
CPXM1
LAG3
PYY
HRH1
GLA
MAST4
GPM6B
CD34
AL008721.2
ISYNA1
ECSCR
ACVRL1
ZNF132
RHPN2
RAB34
SLFN11
AQP4
OSGIN2
ZNF473
CYP4B1
S100A16
C12orf74
ANKRD36C
EBF1
ARHGEF17
CSF2
AC093525.6
PHF24
HOXB6
ZNF45
PIM1
PROM1
GIMAP7
GAS6
ADAMTS5
ZNF75BP
FAM159B
LINC02035
CD81-AS1
LY6G6C
AC023271.1
ESYT3
ADA
IPP
MSX1
THSD1
ACSM5
COL11A2
MT1H
SLIT2
AGR2
LOXL3
TNRC6C
MAGEE2
DLX3
CCDC15
SPAG5
ZNF230
LBH
AC105272.1
PRRX1
DNASE2B
PLPP2
ASIC2
ADH1C
KCTD16
MYLK
GSTM5
AC023632.2
AC091768.1
MEG3
F3
AC006511.3
LINC01225
LOXL2
ZNF555
LINC01118
AC048341.2
SGIP1
AC136352.5
TUBA1C
TMCC3
HAND2-AS1
ZNF367
PTAFR
EEF1A1P25
OTC
FAXDC2
IRF1
NWD1
ZFP57
ZNF214
AC026124.1
DHRS9
LRFN5
CDCA3
ERMN
ILF2P1
KIF2C
NECTIN2
SLC15A3
DLC1
RFX8
TEK
SH3RF3
RNF19A
BANK1
FMO1
PRR5L
ORC1
LINC01686
AP000350.2
OR7E22P
ADAM29
P2RY11
CYSLTR2
LITAF
GUSBP5
MT1A
ARHGAP20
ELMO1
CPSF1P1
HEYL
HYAL4
AL512634.1
AC107067.1
KRT39
SLC6A17
AL049780.3
ZNF101P2
KIF23
ANKRD33B
POU2F3
PIK3C2G
NES
AC074141.1
C8B
ST3GAL1
MATN3
CPZ
GIMAP1
METTL4
TPM1
AC141928.1
PRICKLE1
IRAK3
ZNF572
RCSD1
CA10
KCNJ8
DCAF12L2
GJB4
GSTA1
PDE2A
AP000641.1
AC010210.1
DOCK11
CLIC6
MB21D2
KCNS2
PTGES
SLC6A8
GSG1
LINC02154
ZNF878
FBN2
DTX1
GYPE
AC023090.2
LAD1
MATN2
AL136984.1
TMEM133
SEMA4A
Z98882.1
AC022417.1
ANKRD30B
AC079630.1
H19
STK24-AS1
MIEF2
ZNF285
ABCA4
OVOL1
WISP1
TSHZ2
LIPH
CA2
B4GALNT1
EHD2
KCNH7
TNFRSF10B
MKRN5P
AC012640.4
VEGFD
ERG
LAMA4
AL118511.1
GPC4
STON1
NOS2
KAZALD1
FCN3
SEMA3G
CAPN13
CCDC150P1
CLDN10
KRT14
ZNF547
LRRC25
ACTG1P3
ZFP2
HMCN1
ANKRD61
SERPINE2
IFITM3
ZNF177
ALDH3A2
ASXL3
SYNJ1
MIR9-3HG
NUAK2
CYP2C18
A2M-AS1
RAD9B
CYP19A1
RASGRP3
UBASH3B
DNASE1L3
C6orf118
FAM228A
SPTLC2
CATSPERE
GBP4
MRPL37P1
FNDC11
LRG1
ACSBG1
KPNA7
MISP
CCL21
MTCO1P12
DCLK1
RIPOR2
SFRP1
CLIC2
C2orf54
SDC1
SPATA13.1
NKD2
TIAF1
EYS
MAST1
C1orf226
AP000997.3
AC010680.1
IL33
MAMDC2
CAMK4
ODF3L1
NAALAD2
HPD
AC080080.1
TNFAIP6
ZNF212
BCAS1
AC132216.1
HSD11B1
TFR2
COL12A1
ENOX1-AS1
CCDC121
CDCA5
SEMA3C
PIK3R5
AC073389.3
WDR74
GRIP1
ZNF41
ZBTB26
CRISPLD1
ADAMTSL5
PRTG
CHRD
BHLHE40
TNK2-AS1
C15orf59
SERPINH1
PHLDA1
MXRA8
MUSTN1
RMI2
HSF2BP
FAT1
AC090229.1
CCAT2
SOX8
AC008758.3
PLEKHN1
AC129502.1
HEY2
AL591845.1
AC012103.1
AC092117.1
LDLRAD4
FZD7
XG
TPPP3
CHST1
PCDHB4
SLC1A3
ANKRD26P1
ALDH1L1
APP
ITIH5
HLA-DQA2
HEY1
MIR99AHG
REN
DACT2
SPNS3
IL36G
TTLL13P
OASL
TET1
FES
GHET1
AC079089.1
ADGRB2
COL21A1
BTNL9
HEG1
MEGF6
TIGIT
TMPOP2
TTPA
GRAMD2A
UPK1B
ENO1P3
TGFB3
PCOLCE2
PRSS22
TMEM169
IL1R1
HCAR2
SLC26A7
TRPM5
RYR1
LINC01140
LINC01508
YOD1
AC087525.1
CDH5
PTGER2
HIPK4
CLDN5
ZNF385C
MUC15
AL359878.1
AC087294.1
FOSL2
WDHD1
AC010997.4
AC007750.1
AL162171.3
SUGCT
AC010435.1
FLRT2
TYMP
RORB
C20orf202
TREM1
C1orf116
MUC4
AFF2
AC007370.2
TTC34
LAMA3
ABI3BP
ART5
EIF4BP5
PEMT
AC092376.2
ETV4
AC135050.2
PKLR
ASTN1
LRRC2
HK2
RAB6C
PLK4
AGXT
TM4SF18
SMLR1
AC084876.2
CDHR1
PRDM1
TRANK1
ZNF702P
CLIC3
AC010132.2
AF111167.2
CXCL5
AC007996.1
ALOX5AP
CADM3
PHYHIP
FANK1
GCLC
RANBP17
ADGRB3
LIMS2
LHFPL1
TMEM132C
AC025031.5
IGFBP1
TMEM51-AS1
SCN4B
HIST1H3E
DCC
AC104590.1
MELK
HPCAL4
EMILIN1
POM121L9P
SEMA3A
KLHL1
AC092835.1
ATF3
AL645730.1
ADAM1A
CACNG5
AL138787.1
VSIR
GPR183
LINC00488
MYH16
DEPDC1B
GALNT13
GFRA1
FOXO3B
AKAP6
AL450326.2
AC036176.2
ZNF235
AC022893.2
AC092070.2
HLA-DQA1
KLHDC1
TBC1D31
AC017007.2
ZNF154
SOX17
FOSB
EFHD1
HIST1H4E
SEMA3D
OSGIN1
ANOS1
TNFSF14
AL589993.1
XAF1
DDX18P5
CPED1
NPM1P37
UNC5C
IL3RA
AL359715.4
SYN2
AADAC
TSPAN8
AP005060.1
SMTNL2
CHST10
PCDH7
PAOX
ASB4
NR2F1-AS1
LAPTM5
GRIN3A
LIPG
TNFAIP1
ATP8A2P2
AC102945.2
ROBO3
LINC00184
VSIG2
MAL
ARHGEF6
MAP3K8
SNX29P2
SHISA6
KCNS1
TLK2P2
CFAP52
IGSF10
CD68
SOCS2
BPIFC
AL117344.1
AC027575.3
MCCC1-AS1
FO393415.1
CNR1
PAH
MEF2C
DDIAS
TMEM100
HTR7P1
GPR153
ZNF816
RGS10
LAYN
HIST2H2BE
PI15
TRPM3
PKDCC
MRC1
ZBED8
MERTK
AC079193.2
RIPK4
RAD51AP2
MYBL2
TRPA1
FAS
KARSP2
ANKRD2
AC025594.2
AC004147.2
CHST2
DDX43
ABCC3
TMEM154
ENKUR
MMP28
HSPD1P10
LINC01119
CPNE9
ALDH1A2
AC091544.5
EFHB
DSEL
ZNF20
ABI3
CHL1-AS1
AC079160.1
GRM7
CFLAR
SYPL1P2
VEPH1
ZBTB2
NEFM
AARS2
RASL12
TAS2R10
AL731556.1
HPCAL1
EDAR
HAS1
LRRC17
TNN
TXNRD3
MIR194-2HG
ERC2-IT1
AP001273.1
AC007620.3
NKX2-3
ERICH3
KNG1
CACHD1
CUBN
ZFP1
AL513523.1
RPL5P34
KRT6B
KLHL7-AS1
ADAM19
AFAP1L2
C8orf48
HNRNPA3P7
MMP1
HSPB2-C11orf52
FILIP1
HTRA1
RPS6KA6
AC117489.1
GPR6
MCHR1
ZBTB6
SYT6
NANOGP5
AC010487.1
GPAT2
FJX1
TEX26
C1QTNF12
ZSWIM3
CTBP2P8
LINC02015
SLC22A3
IFNGR2
AHNAK2
AC068620.4
CAPN10-AS1
AC090673.1
AL023806.1
RGS1
PEX12
ITGA11
KEL
B3GNT2
TBX15
ANGPTL1
MFGE8
NICN1
PAICSP1
SASH1
AC097662.1
FAM212A
PTGS1
ZNF474
DNAH12
TMEM72
GLT8D2
TTC23
WARS
TFPI
CDH19
LMCD1
PCDHAC2
LTB
IL5RA
ITPKB
UBQLNL
KLK10
AIF1L
FGF14-IT1
RBP5
VWA3B
ACTG2
NLRP2B
SAMD10
SMCR5
PCDHB10
RGS3
IQUB
ENAM
AC097461.1
GTSE1-AS1
C8orf4
OLFML2B
PRSS37
SSC4D
AP001627.1
CTHRC1
AL121578.3
HNRNPA1P9
SNTN
CD1D
ANGPT2
ASPRV1
CLIC4
HK1
BRCA1
MST1R
ZSCAN23
AC010975.3
HAPLN3
PCDHGA5
ROBO4
GREM2
C17orf50
ZFP37
TRAC
PON3
ARL11
AC008080.4
AP001094.2
IGFL2
DLK2
DCAF13P3
C9orf163
RSPO1
CMAHP
C19orf38
ARHGEF25
AC234782.1
HCLS1
AC018797.3
C4orf50
ZNF250
Z73965.1
ANXA3
PARP3
PIPOX
AC022001.3
C1QTNF9
TMPRSS4
PABPC4L
FIGLA
PPP1R1B
AL353746.1
AC104695.2
SMCO3
ZNF229
AC068189.1
TMC7
CXCR4
CHODL
PDE5A
F8
MAP1LC3C
EBF2
AL390066.1
BRINP1
SLC2A1
NTRK1
AL138820.1
LNP1
FAT4
BRCC3P1
RELN
DRD1
AC096751.1
STIL
PPM1AP1
AC114490.2
ARTN
AC015908.2
AC011479.3
SLC9A2
ADGRF4
ITGA8
LINC00323
ANKRD1
AC024587.2
CCL18
PDCD1
SOX18
TXNRD1
LINC01529
TAS2R5
FAAHP1
NEK10
NTRK2
ZNF831
ITGA9
SYNM
PREX2
AC008758.4
ZNF252P-AS1
PNMA8B
AC025031.4
SLC1A7
TJP2
FGD5
AKR1C2
TAF1A
MEIOB
TCHH
DRC1
AL590438.1
LINC00704
NT5E
IFI16
AP001885.1
AC011503.2
ZNF425
KCNJ14
LRRC4C
KCNE5
AC100800.1
OR7E28P
AC007298.2
KRT5
AC087477.2
HIST1H2AJ
INHBB
PRC1
ARMT1
MID1
RADIL
ARSI
AP001020.3
USP2-AS1
MN1
NPFFR2
TMPRSS5
EML2
CA4
MCAM
AC090673.2
AC245096.1
SPEF1
AC069431.2
ABCA1
RPA4
AC098869.2
KCNK5
CCDC155
AC138356.3
CLCNKB
EFCAB8
PID1
NPAS4
AC025171.4
ZDHHC15
RGS4
TSPO2
EMP1
LINC02381
AC020604.1
AC008011.2
CDC42EP2
KRT18P5
PLEKHG2
ZNF300
HSPA1L
MCC
LRP1
CHRDL1
PTPRG
RNF152
CADM2
AC092375.2
ZNF77
AMPD3
COL11A1
HOXB5
LINC01133
ACOXL-AS1
RPS3P7
AL035685.1
ANTXR1
PPP4R1L
CHI3L2
SPAG6
BX539320.1
RAD51
NLRC3
ZNF860
GAPDHP69
RGS6
AC109361.1
GRM1
GPSM1
SERPINA6
CDC42EP1
UGT2A3
SLC52A3
LINC02334
AEBP1
AC106800.2
F13A1
BLOC1S5-TXNDC5
CLEC18A
WNT9A
CCL13
NGF
PLA2G7
PLEKHS1
KCNK17
LINC01852
CALCB
DNM3
KCNJ15
C1orf74
TRMT1L
ADGRA1
C8orf31
GPR21
ADAMTS15
GPR63
MMS22L
UNGP3
CCL27
TTC3P1
GP6
Z93930.3
AL160191.3
AC134050.1
MOCS1
ADD3-AS1
AC090061.1
CES5AP1
AC007496.3
ZBED9
PPP1R8P1
AC093763.2
EPHA6
AL117382.1
ZNF436
SERHL2
FCAMR
C3orf18
BMPR1B
NQO1
AC097634.1
AP002004.1
GREB1L
AL390237.1
OR7E154P
ASTE1
RAG1
ITIH1
DTL
AC012464.3
Z82217.1
ITGB4
AP000424.1
ZNF625-ZNF20
LINC01971
KLRF1
MAN1A2P1
TMTC1
ZNF607
AP001148.1
EEF1A1P32
AC055811.4
TMEM132B
AC012048.1
FZD9
AC006504.1
AC106800.1
CENPA
LINC01833
AC079866.1
FMNL3
GAS6-AS1
CDC20
KLHL32
KCND2
AL139156.1
KCNH4
AC109635.4
IL1A
HIST1H2BG
AC027020.2
BMPER
C9orf43
AC011451.3
C6orf58
MRPL23-AS1
AC241644.3
MUM1L1
LRRC70
SYT10
CTSD
EBAG9P1
MRVI1
AC010186.2
MORF4L2-AS1
PHYHIPL
ANGPTL6
FAM187B2P
TSSK2
PLA2R1
KIF17
AC009303.2
AC063952.1
FAM198B
AC007952.7
GAS7
EPS8L1
GADD45A
EPPK1
KARSP1
ZMAT4
AC012485.1
DRD2
TUBB1
ZNF546
ZFP69
CCDC102B
AC026471.1
SIRPAP1
BUB1
AC009269.6
GPR162
TSC22D3
ARMC12
C16orf54
DIRC3
AC010624.4
PRKG1
XAGE2
CCDC89
TSPY26P
ORM1
HHATL
AC095033.1
FNDC1
AC114480.1
FAT3
CDH13
TBX2
AFM
RHOJ
AL033527.2
RPSAP69
TMX2P1
NEU3
ZNF879
POC1A
AC132219.2
VN2R19P
CPB2
NAT8B
CDCP1
ZNF57
CAVIN4
AC004466.1
AC015802.4
CENPF
ZFY
MORF4L1P3
MSANTD3-TMEFF1
DDIT4L
CFAP45
HSD17B2
AL512622.1
LRRC37A15P
AC064801.2
AC116158.1
ERCC6L
BCL2A1
RPS3AP14
NCF2
TMEM27
ARHGAP31
COL2A1
CACNA2D4
BRF2
BMP8B
MCMDC2
CCL3L3
TRIM63
C19orf33
APOBEC1
FGF5
ETS2
TPI1P2
SGK1
SNX18P3
GOLGA8EP
SHMT1P1
IL20
MYT1L-AS1
AL357518.1
PRPS1P2
DLSTP1
LINC01931
AC022966.1
AC093311.1
EGFR-AS1
AC090971.4
ANKRD24
TMEM45B
TMEM255A
OPCML
CCKAR
MIR155HG
GPR146
CNOT6
TPI1P3
ATP13A5
HYAL2
AC127164.1
MYO3B
FHL2
MIR4697HG
HRK
FMR1-AS1
RNF182
SORCS2
PCDH8
GIMAP5
TRIM54
ATP2B2
IRAK2
HAS2-AS1
ENTPD8
SV2C
SEC14L1P1
DPPA3P2
DLGAP4-AS1
BHLHE22
SLC44A5
FAM122C
AC020909.2
PATE2
LINC01719
AC018553.1
MYH15
LCP1
THAP12P8
ENO1P4
CCNL1
PACERR
AC025263.1
PAPPA-AS1
PGAM1P6
CXCR6
AL139022.2
SLC22A13
HOXB4
AC012313.9
LINC00460
ZNF613
GPR87
MTERF1
SGTB
ADAM22
AP005357.1
KLF17
TOB2P1
FAM204BP
TAS2R62P
LINC02091
RAD54B
NTS
FLG-AS1
AC244517.12
AL021707.7
F2RL3
EPO
WDR72
C5orf47
PHBP12
GDNF
GALNT15
AL512306.3
NFYA
CSF1R
SIDT1
MTND4P14
AC007342.8
ARSH
AC005996.1
AC022762.2
ZNF615
LINC02287
MTND4P15
DAW1
SLC6A15
CHGB
AL353795.2
HSPB2
FOXS1
CNGB1
OPRK1
LINC00589
FAM19A5
HCN1
ANXA2
ZNF300P1
AC120036.5
AC007728.2
HSFX1
ZNF792
KRTAP10-6
SELP
USH2A
HIST1H2AI
AC003002.3
AC092159.2
CYP26B1
FOXM1
THEMIS2
LINC01605
MGAT5B
FRMD1
LKAAEAR1
TWIST2
PRO1804
SPIB
EYA2
RPL7P31
AL590132.1
RFPL3
LINC01132
CD9
AC099494.2
AC099329.2
AC097493.2
PLEKHF1
PPAN-P2RY11
AL357033.2
ORM2
LRRC55
IL4I1
SLFN13
NRIP3
AC022733.2
LINC01555
RXFP4
ERAS
NPM1P23
LPA
AC040934.1
NXPH3
AC022568.1
AL136298.2
PATE4
LINC00930
C3orf67-AS1
AC090241.3
AL160274.1
CTAGE3P
ZNF544
R3HCC1L
AL136038.4
OR51E2
ALOX12B
CLCA4
AL451050.2
BLACAT1
LIPJ
KDM6B
RN7SL653P
AC010620.1
SLC5A4
BMS1P7
LINC00520
HS3ST5
GLI2
C9orf47
RPL7P39
RPL5P15
C22orf15
AGRP
PLEKHO2
AL445489.1
CYP2T1P
AC008567.2
GBA3
QRFP
AC018695.4
INSC
FLT3
AP003555.2
SPRR3
AC009123.1
LGALS9C
ZNF841
AL023803.3
AC124893.1
HOXA1
AL157756.1
DBIL5P2
SLC17A6
PROZ
ACR
AC015712.7
PBXIP1
THSD4-AS1
FBXW11P1
CCRL2
THAP12P7
SLC25A14P1
C5orf60
AL136528.1
ERN2
